yyyymm,dp,ep,bm,ntis,svar,dfy,tms,tbl
201201,-3.8936730355344658,-2.7082102248775124,0.3454873026,-0.013062142,0.000648134,0.0138,0.024599999999999997,0.0003
201202,-3.9219536759391684,-2.7419573076867767,0.3369739354,-0.0144663097,0.0006237,0.012900000000000002,0.026299999999999997,0.0009
201203,-3.941433075768606,-2.7668048605310736,0.3461819674,-0.0137750544,0.0011552699,0.012400000000000001,0.028900000000000002,0.0008
201204,-3.922193224394672,-2.7616163830794695,0.3461403112,-0.0124140167,0.0016275451,0.012299999999999998,0.026000000000000002,0.0008
201205,-3.8459119289243993,-2.6992587411420415,0.3690473597,-0.0152707475,0.0014960906,0.012700000000000003,0.0212,0.0009
201206,-3.8732586852868693,-2.740399644017023,0.3551038851,-0.0190430709,0.003437228,0.0138,0.0224,0.0009
201207,-3.870941206478852,-2.75831643818156,0.3515937051,-0.02032077,0.0015528399,0.014699999999999998,0.0206,0.001
201208,-3.8758888575375328,-2.783315330089006,0.3493870523,-0.0197829581,0.0007271274,0.0143,0.0213,0.001
201209,-3.885427095727564,-2.8127191482018485,0.3403829538,-0.0174248985,0.0010446353,0.013499999999999998,0.0224,0.0011
201210,-3.8469462252435718,-2.792693162582035,0.3492371221,-0.0157131373,0.0009255333,0.011099999999999999,0.0228,0.001
201211,-3.831631641462638,-2.7954965172332216,0.3511375309,-0.0120939271,0.0019026489,0.010099999999999998,0.0219,0.0009
201212,-3.8208416606685347,-2.802501817738017,0.3490324432,-0.011549121,0.0010357072,0.009800000000000003,0.0239,0.0007
201301,-3.8608520393132566,-2.8471244632085186,0.3299840266,-0.0080167348,0.0009068013,0.009300000000000003,0.0284,0.0007
201302,-3.862751321608627,-2.8535712116926213,0.3254312323,-0.0088642544,0.0012427427,0.009500000000000001,0.0275,0.001
201303,-3.889088163692632,-2.8843929422629806,0.3461299966,-0.008910638,0.00048452,0.0092,0.0278,0.0009
201304,-3.895100458039268,-2.890040434509057,0.3400362539,-0.0080048608,0.0016827472,0.008600000000000003,0.0258,0.0006
201305,-3.903878988924264,-2.8984617172197638,0.3338325978,-0.0047046859,0.0010155556,0.008400000000000005,0.0305,0.0004
201306,-3.87713135296744,-2.8713663205477857,0.338444358,0.0001187114,0.0022476743,0.0092,0.0325,0.0005
201307,-3.9140746658098444,-2.9071876236556156,0.3255625651,0.0083606049,0.0005020654,0.009799999999999996,0.034,0.0004
201308,-3.8710689902532027,-2.8630861633969706,0.3407133274,0.0103321126,0.0009504246,0.008799999999999995,0.0347,0.0004
201309,-3.8893013360473287,-2.8802480400603327,0.3335214846,0.0101187005,0.0006222223,0.008300000000000002,0.0347,0.0002
201310,-3.9272475619419787,-2.9034948246652066,0.324594825,0.0096228183,0.0014383686,0.007800000000000001,0.0337,0.0005
201311,-3.9492620859245693,-2.911181081761332,0.3136852784,0.0103247751,0.0006443989,0.0075,0.0354,0.0007
201312,-3.9669345744899545,-2.9148858497736025,0.3044081256,0.012143946,0.0007455165,0.007600000000000003,0.0371,0.0007
201401,-3.919000658334378,-2.8764941138105122,0.3214292767,0.0137654211,0.0013035884,0.006999999999999999,0.033800000000000004,0.0004
201402,-3.9496468872283876,-2.916552807245848,0.3091630718,0.0165761568,0.0012535647,0.006499999999999999,0.0334,0.0005
201403,-3.9451202448868274,-2.9213100000773107,0.3506160657,0.0164166032,0.0008690325,0.0068000000000000005,0.0332,0.0005
201404,-3.9407498599834705,-2.9200164376540005,0.3480113191,0.0166231984,0.0013626925,0.006600000000000002,0.032299999999999995,0.0003
201405,-3.951120205880047,-2.9334098635961006,0.345173256,0.0139852575,0.0005552042,0.006000000000000005,0.0306,0.0003
201406,-3.9596625638348883,-2.9449237336477925,0.3429284585,0.0138854262,0.0002819998,0.005499999999999998,0.0309,0.0004
201407,-3.9345839174912025,-2.9205903321946236,0.3483798518,0.0084376901,0.0009491219,0.005700000000000004,0.030699999999999998,0.0003
201408,-3.9617603977527978,-2.9484990327196225,0.337476204,0.0067389693,0.0005462017,0.006099999999999994,0.028399999999999998,0.0003
201409,-3.9364326114578594,-2.9238889187701522,0.3385761813,0.0079914182,0.0007210232,0.006900000000000003,0.0298,0.0002
201410,-3.9511884192011726,-2.9583743826707867,0.3318083646,0.008032342,0.0029439983,0.0076999999999999985,0.028,0.0002
201411,-3.967311681268297,-2.99429489658187,0.323661786,0.0068915555,0.000150254,0.0087,0.0262,0.0002
201412,-3.9550680115314343,-3.00191971869185,0.3237556717,0.0056250117,0.0019928394,0.009499999999999995,0.0243,0.0003
201501,-3.9120781450693016,-2.9804066270813676,0.3361687625,0.0001906991,0.0022266292,0.009899999999999999,0.0197,0.0003
201502,-3.954189750239276,-3.0439666406747916,0.318227291,-0.0037666943,0.0008135397,0.009000000000000001,0.023600000000000003,0.0002
201503,-3.925440209690741,-3.0366421231569403,0.3074540451,-0.0068897073,0.001720375,0.009000000000000001,0.022699999999999998,0.0003
201504,-3.9263129987546503,-3.0598103898358895,0.3063442097,-0.0070749014,0.0005743427,0.009599999999999997,0.0247,0.0002
201505,-3.9291954104731275,-3.085148563385629,0.303449953,-0.0080784075,0.0008869955,0.009099999999999997,0.026000000000000002,0.0002
201506,-3.900462015887384,-3.0790407579145427,0.3101868327,-0.0087253566,0.0010521575,0.009399999999999999,0.028300000000000002,0.0002
201507,-3.913895146173752,-3.1136297493655176,0.3089532648,-0.0083576995,0.001159779,0.010499999999999995,0.026,0.0003
201508,-3.8431886851151016,-3.0642728835174484,0.3306709874,-0.01016089,0.005846949,0.011500000000000003,0.0257,0.0007
201509,-3.8103473380226354,-3.052979844387055,0.3356119548,-0.013637638,0.0040534913,0.012700000000000003,0.0251,0.0002
201510,-3.8832095757389866,-3.14800097272518,0.3094136283,-0.0168325424,0.0016189063,0.013900000000000003,0.0257,0.0002
201511,-3.876904005779771,-3.164044243888327,0.3084291577,-0.0184380966,0.0011187588,0.014000000000000005,0.0253,0.0012
201512,-3.852453996294733,-3.1621434220666673,0.3136488144,-0.0222515503,0.0028384856,0.014900000000000004,0.0245,0.0023
201601,-3.796643475274849,-3.1104225418081297,0.3319106296,-0.0209440575,0.004301314,0.014499999999999999,0.020999999999999998,0.0026
201602,-3.7887776516826785,-3.106632522333566,0.3309018254,-0.024716052,0.0026015445,0.0138,0.018600000000000002,0.0031
201603,-3.8489698458296298,-3.1708845085871022,0.3279547913,-0.0237096366,0.0012741569,0.0131,0.0189,0.0029
201604,-3.8472378798285076,-3.171730957725215,0.3263208887,-0.0242103552,0.0008177635,0.011699999999999995,0.02,0.0023
201605,-3.8580403717363727,-3.185093501072908,0.3260721193,-0.0270483003,0.0009955687,0.010300000000000004,0.0192,0.0027
201606,-3.8545619598476257,-3.184161463780142,0.3234753617,-0.0286793234,0.0028644086,0.010299999999999997,0.015199999999999998,0.0027
201607,-3.8853193459788016,-3.2108648900545163,0.3146611589,-0.0320189588,0.0004776635,0.009399999999999999,0.014500000000000002,0.003
201608,-3.879884217037102,-3.2014249369087793,0.3151974253,-0.0307856163,0.0002791632,0.0092,0.0156,0.003
201609,-3.8744514556910716,-3.192037798818066,0.3167938869,-0.0326071132,0.0016731127,0.009000000000000001,0.0167,0.0029
201610,-3.8498499718063877,-3.152198105312163,0.3196877815,-0.0290379829,0.000364052,0.0087,0.018699999999999998,0.0033
201611,-3.878495665531584,-3.1659795390992667,0.3032857864,-0.027456294,0.0009463723,0.0085,0.0222,0.0045
201612,-3.89159726004634,-3.1645798918586916,0.2934790969,-0.0251078836,0.0005240219,0.0077000000000000055,0.022099999999999998,0.0051
201701,-3.904362209514227,-3.162272359928581,0.29197965,-0.0226616459,0.0003355713,0.007400000000000004,0.022699999999999998,0.0051
201702,-3.935948452007874,-3.179154095264133,0.2786778326,-0.0187126126,0.0002239129,0.006899999999999996,0.0218,0.0052
201703,-3.9306486997944465,-3.159502787625346,0.2815988893,-0.0161988604,0.000575304,0.0067000000000000046,0.02,0.0074
201704,-3.9337037899557137,-3.156232093790413,0.2778700263,-0.0155745591,0.000390547,0.006999999999999999,0.0185,0.008
201705,-3.939254184497277,-3.1555699620347566,0.2769687672,-0.0101861377,0.0005030984,0.006999999999999999,0.0167,0.0089
201706,-3.9381345642568983,-3.1483477298779183,0.2725452275,-0.0097849906,0.0004475599,0.006900000000000003,0.016,0.0098
201707,-3.9505865245495704,-3.1577536497419976,0.2658036788,-0.0131645346,0.0002588437,0.006900000000000003,0.015500000000000002,0.0107
201708,-3.944463527501362,-3.14863625108387,0.2651136136,-0.0122138062,0.0007533758,0.0068000000000000005,0.0141,0.0101
201709,-3.956959406016763,-3.1581839613439504,0.2597061668,-0.0110861436,0.0002572471,0.006699999999999998,0.0156,0.0103
201710,-3.973666854299848,-3.17145141118415,0.2489061986,-0.0123790201,0.0002181529,0.007200000000000005,0.015400000000000002,0.0107
201711,-3.972171163884507,-3.1665601176672107,0.2397271007,-0.0121934363,0.0003553369,0.006999999999999999,0.013699999999999999,0.0123
201712,-4.000753318924749,-3.191796036882346,0.2353933431,-0.0198797967,0.0002441133,0.007100000000000002,0.012199999999999999,0.0132
201801,-4.048141383475855,-3.2297275342860257,0.2225191486,-0.0190444889,0.0007742615,0.007100000000000002,0.014300000000000002,0.0141
201802,-4.0011983769624235,-3.1735497782923616,0.2324780656,-0.0183207339,0.0053616635,0.006900000000000003,0.0144,0.0157
201803,-3.9667806836785124,-3.130112772841115,0.2595370473,-0.018222299,0.0032467402,0.0076999999999999985,0.0115,0.017
201804,-3.9629357545185147,-3.1127034374362292,0.258892156,-0.0186066097,0.0023626689,0.008199999999999999,0.012399999999999998,0.0176
201805,-3.9777966698362284,-3.11435504185994,0.2562127701,-0.0189344461,0.0009227116,0.008300000000000002,0.0103,0.0186
201806,-3.9761522963969727,-3.0998399636038707,0.2577373956,-0.0221012781,0.0006228655,0.0087,0.010100000000000001,0.019
201807,-4.002761559015066,-3.1139287931612225,0.2461382347,-0.0170959217,0.0006544289,0.0092,0.010600000000000002,0.0196
201808,-4.02387548620206,-3.122888956140568,0.2409279171,-0.0214512341,0.0004712736,0.008899999999999998,0.009000000000000001,0.0203
201809,-4.019533332240523,-3.1067451638782346,0.2364342243,-0.020834448,0.0002300741,0.009000000000000001,0.0121,0.0213
201810,-3.9386698243920004,-3.0297157202707954,0.2490726938,-0.0212168959,0.0045776018,0.009300000000000003,0.012700000000000003,0.0225
201811,-3.947514678334576,-3.04234404067988,0.2449501654,-0.0245930692,0.0028376412,0.010000000000000002,0.008399999999999998,0.0233
201812,-3.8424720858242423,-2.941030151949608,0.2681667871,-0.0192279101,0.0067931024,0.011099999999999999,0.004700000000000003,0.0237
201901,-3.9108698670642243,-3.0117490655630794,0.2502293038,-0.0193047045,0.0030113957,0.0119,0.0034000000000000002,0.0237
201902,-3.9328727997623676,-3.036047272034306,0.2413817719,-0.0231593325,0.0005324027,0.0116,0.0029,0.0239
201903,-3.9434002996672133,-3.0488395329922895,0.2442696688,-0.0232314977,0.0011070679,0.010700000000000001,0.0017000000000000001,0.024
201904,-3.9750656146032153,-3.085219793477158,0.2381683675,-0.0216996955,0.0003744382,0.010099999999999998,0.0014999999999999979,0.0238
201905,-3.9001751247712733,-3.0150028301911265,0.2552319174,-0.0203583129,0.0018316355,0.009599999999999997,0.0005000000000000004,0.0235
201906,-3.9600322246145065,-3.0794905395742873,0.2381052369,-0.0125383432,0.0010648134,0.0104,-0.0010000000000000009,0.0217
201907,-3.9663090892590143,-3.09839059904804,0.2357625988,-0.0126042909,0.0005935376,0.009899999999999999,-0.00040000000000000105,0.021
201908,-3.9413295893205174,-3.0860250934384936,0.2398789154,-0.0101424358,0.0043178809,0.008899999999999998,-0.0032000000000000015,0.0195
201909,-3.951689271576843,-3.1089870552380034,0.2353022247,-0.0108381117,0.0006054246,0.008800000000000002,-0.001899999999999999,0.0189
201910,-3.965983695840058,-3.1128686175585445,0.2341764412,-0.0131574124,0.0015103082,0.0091,0.0005999999999999998,0.0165
201911,-3.9935675662067807,-3.1302674963798056,0.2257850841,-0.0077962363,0.0003063631,0.008799999999999999,0.002700000000000001,0.0154
201912,-4.01589616709858,-3.142629348761143,0.2219318968,-0.0071991511,0.0005023728,0.008700000000000003,0.003199999999999998,0.0154
202001,-4.006626107460177,-3.197892416523729,0.2241500366,-0.0076936909,0.0011190223,0.008299999999999998,0.002400000000000001,0.0152
202002,-3.9111855715808854,-3.1703592374063776,0.2492620891,-0.0055601609,0.0047766394,0.008300000000000002,-0.00020000000000000052,0.0152
202003,-3.7699921492850743,-3.100891187184282,0.3025045194,-0.0077002923,0.073153144,0.0127,0.0058,0.0029
202004,-3.888837520423852,-3.2705517632035432,0.2723287707,-0.0105380559,0.0143075385,0.017000000000000005,0.0052,0.0014
202005,-3.9325504930642055,-3.367736092311074,0.2611988838,-0.014966918,0.0040720323,0.014499999999999999,0.0054,0.0013
202006,-3.9501970097028254,-3.4418105465588056,0.2568500686,-0.0168450239,0.0072085508,0.012,0.0057,0.0016
202007,-4.0084924815257725,-3.4988462217575176,0.250868765,-0.0119981509,0.0016079458,0.011699999999999999,0.0049,0.0013
202008,-4.080892082076098,-3.569974797902047,0.2332053584,-0.0085038819,0.0007433921,0.0102,0.0055,0.001
202009,-4.045576487417745,-3.5333788511291715,0.2386477429,-0.0056980769,0.0049074417,0.010499999999999999,0.005699999999999999,0.0011
202010,-4.020768148917826,-3.519300464797338,0.2501750838,-0.0018951078,0.0036611052,0.0109,0.006900000000000001,0.001
202011,-4.1261725186699065,-3.6356233917614835,0.2236958241,-0.0052618164,0.0024924033,0.010000000000000002,0.0078,0.0009
202012,-4.1658900861411245,-3.686451671443071,0.2166221009,-9.78815e-05,0.0006781769,0.009000000000000005,0.0084,0.0009
202101,-4.158388676435484,-3.5613444815618776,0.221129441,0.0026973384,0.0020775884,0.007899999999999997,0.01,0.0008
202102,-4.1878587356709165,-3.4848525389745513,0.2143398647,0.0070137024,0.0015012681,0.0072000000000000015,0.0122,0.0004
202103,-4.233146807786361,-3.4336575240582565,0.1938374637,0.015718345,0.002473191,0.007000000000000003,0.015799999999999998,0.0003
202104,-4.282905525178648,-3.4082944503591817,0.1887258541,0.0200542401,0.0010592841,0.006999999999999996,0.016200000000000003,0.0002
202105,-4.28704021647614,-3.3427394580565224,0.1851480403,0.0174643006,0.0014964818,0.006600000000000002,0.016,0.0002
202106,-4.307676025956963,-3.29839510934214,0.1852926062,0.0172545904,0.0006073773,0.006499999999999999,0.0148,0.0004
202107,-4.32219628512057,-3.2866080268722175,0.1829962499,0.0160790313,0.0011239922,0.006699999999999998,0.0127,0.0005
202108,-4.342866132698568,-3.2820426497486386,0.1807954757,0.0148456633,0.0006020919,0.0069,0.0123,0.0005
202109,-4.286280527989492,-3.2012242268066124,0.1888983309,0.0155978852,0.0013934415,0.007000000000000003,0.013300000000000001,0.0004
202110,-4.346731106807405,-3.226204946399445,0.1784795793,0.0133682259,0.001151121,0.006700000000000001,0.015300000000000001,0.0005
202111,-4.331997287406339,-3.177642266267302,0.1853935712,0.0156397772,0.0013266662,0.006600000000000002,0.015099999999999999,0.0005
202112,-4.368359333922383,-3.1816901750610977,0.1759317304,0.0129700152,0.0025184152,0.006500000000000002,0.0141,0.0006
202201,-4.30569776587889,-3.127604811606173,0.1819732858,0.0116402552,0.00278006,0.006499999999999999,0.0161,0.0015
202202,-4.265265625747777,-3.0956743063404426,0.1886270159,0.008486821,0.0036763276,0.007199999999999998,0.016,0.0033
202203,-4.291917325133756,-3.1307553402048827,0.2069207445,-0.0011222412,0.0047468102,0.008600000000000003,0.0169,0.0044
202204,-4.188885131695461,-3.048249014704737,0.2175948178,-0.0056630673,0.0049265367,0.009000000000000001,0.0199,0.0076
202205,-4.178092928240794,-3.057956585431275,0.2175096665,-0.0033718887,0.0077600306,0.009899999999999999,0.019200000000000002,0.0098
202206,-4.079712270658654,-2.9800529344956974,0.2331622986,-0.0048154202,0.0072034264,0.010299999999999997,0.016499999999999997,0.0149
202207,-4.160174383015194,-3.0762759189675197,0.218469831,-0.0061198146,0.0031877422,0.011500000000000003,0.006700000000000001,0.0223
202208,-4.110113243278537,-3.0420121398318765,0.2277236458,-0.0097310279,0.0033489216,0.010799999999999997,0.002700000000000001,0.0263
202209,-4.005414438854075,-2.9531503480404444,0.249801309,-0.0112911147,0.0049336921,0.010999999999999996,0.0039000000000000007,0.0313
202210,-4.074094779323209,-3.0558494995434726,0.219218555,-0.0152517086,0.0065039555,0.011600000000000006,0.002600000000000005,0.0372
202211,-4.118362910560614,-3.13475820768074,0.2074506422,-0.0170106683,0.0063427433,0.011699999999999995,-0.002600000000000005,0.0415
202212,-4.049557712523101,-3.1012519661228186,0.2164785917,-0.0212493094,0.0027013953,0.0116,-0.0063,0.0425
202301,-4.103080049684284,-3.1565142394978434,0.2105163874,-0.0207733727,0.0022864571,0.011000000000000003,-0.010100000000000005,0.0454
202302,-4.07026395868895,-3.1254181027924304,0.2197304075,-0.0220114305,0.0017403741,0.010299999999999997,-0.009000000000000001,0.0465
202303,-4.098398703878913,-3.1552534792210816,0.2202235068,-0.0223310972,0.002889458,0.011099999999999999,-0.010299999999999997,0.0469
202304,-4.110476459529937,-3.158737769426872,0.2149016252,-0.0213887396,0.0010289101,0.010600000000000005,-0.014600000000000002,0.0492
202305,-4.110504754608798,-3.1502864802224355,0.222671991,-0.0206603793,0.0013693869,0.011000000000000003,-0.0157,0.0514
202306,-4.170778704053488,-3.2021924864144546,0.2129689371,-0.0156733071,0.001113859,0.011000000000000003,-0.014100000000000001,0.0516
202307,-4.198544994206386,-3.2269076275171242,0.206069934,-0.0166773871,0.0005372473,0.010799999999999997,-0.013499999999999998,0.0525
202308,-4.177780476333956,-3.2031187674702633,0.2110410977,-0.0165139479,0.0013365381,0.010699999999999994,-0.011299999999999998,0.053
202309,-4.124953441610049,-3.1472938320609716,0.2186898456,-0.0179894788,0.0010229683,0.010300000000000004,-0.009399999999999999,0.0532
202310,-4.097976022815915,-3.1103785129916313,0.2216978435,-0.0147106315,0.0016780918,0.0102,-0.005400000000000002,0.0534
202311,-4.178670368595688,-3.1813256948623154,0.2038266647,-0.020618291,0.0013413416,0.010099999999999998,-0.0076999999999999985,0.0527
202312,-4.217241514823717,-3.2103334926018228,0.1944239702,-0.0174413452,0.0007970135,0.009000000000000001,-0.012200000000000003,0.0524
202401,-4.23054458320346,-3.2279075421461494,0.1920758159,-0.0151881402,0.0009795054,0.008100000000000003,-0.011600000000000006,0.0522
